"","study_ID","short_cite","long_cite","author","publication_year","doi","peer_reviewed","coder","expt_unique","same_sample","task_type","task_type_specification","participant_design","native_language","native_language_specification","group_name_1","diagnosis_specification","group_name_2","n_1","n_2","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","feature","feature_specification","unit","x_1","x_2","SD_1","SD_2"
"87","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","Quigley",2016,"https://doi.org/10.1080/15475441.2015.1075405","yes","LNJ, ND","Quigley et al. (2016)","AC","social_interaction","social interaction","between","English","Irish English","ASD","ASD","HC",10,9,5,5,5,4,12.12,11.95,0.89,0.84,"pitch_f0_variability",NA,"Hz",586.07,562.39,59.83,69.01
"88","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","Quigley",2016,"https://doi.org/10.1080/15475441.2015.1075405","yes","LNJ, ND","Quigley et al. (2016).1","AC","social_interaction","social interaction","between","English","Irish English","ASD","ASD","HC",10,9,5,5,5,4,18.27,18.13,0.85,0.88,"pitch_f0_variability",NA,"Hz",554.06,539.81,55.9,152.12
"89","Dahlgreen2018","Dahlgren et al. (2018)","Dahlgren, S., Sandberg, A. D., Strömbergsson, S., Wenhov, L., Råstam, M., & Nettelbladt, U. (2018). Prosodic traits in speech produced by children with autism spectrum disorders–Perceptual and acoustic measurements. Autism & Developmental Language Impairments, 3, 2396941518764527.","Dahlgreen",2018,"https://doi.org/10.1177/2396941518764527","yes","LNJ, ND","Dahlgren et al. (2018)","AD","spontaneous","narrative elicitation","between","Swedish","Swedish","ASD","ASD","HC",11,11,10,6,1,5,11.1,11.1,1.1,0.47,"pitch_f0_variability",NA,"",11.44,11.74,3.41,2.83
"90","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.","Fusaroli",2016,NA,NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE","spontaneous","narrative elicitation","between","English","British English","ASD","ASD","HC",17,17,15,14,2,3,551.29,591.53,169.52,133.14,"pitch_f0_variability",NA,NA,299.1976471,186.4705882,181.0108807,54.24917066
"91","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.","Fusaroli",2016,NA,NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE","social_interaction","social interaction","between","English","British English","ASD","ASD","HC",17,17,15,14,2,3,534.35,591.53,162,145.91,"pitch_f0_variability",NA,NA,38.4251525,38.81481639,9.908545697,14.21192805
"92","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013)","AF","spontaneous","narrative elicitation","between","Danish","Danish","ASD","Aspergers","HC",10,14,7,11,3,3,358.8,325.71,81.1,92.1,"pitch_f0_variability",NA,NA,135.4315877,124.427,52.57165101,41.3774409
"93","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",30,17,19,9,11,8,418.4,304.94,431.99,67.76,"pitch_f0_variability",NA,NA,222.2827312,260.4344786,145.9266502,216.854051
"94","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",12,12,4,5,8,7,303,302,73.82,70.5,"pitch_f0_variability",NA,NA,272.0522823,159.7789583,252.6127774,44.07474391
"95","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",29,38,24,27,5,11,131.26,130.54,16.81,16.06,"pitch_f0_variability",NA,NA,211.0136463,184.0689193,46.9790752,24.72811342
"96","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",29,38,24,27,5,11,131.26,130.54,16.81,16.06,"pitch_f0_variability",NA,NA,226.9358971,224.4913235,58.84980797,26.93840035
"97","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK","spontaneous","narrative elicitation","between","English","American English","ASD","ASD","HC",52,34,50,31,2,3,152.21,160.23,36.2,36.57,"pitch_f0_variability",NA,NA,51.39461869,45.40439437,22.67295392,34.89630429
"98","Hubbard2017","Hubbard, et al. (2017)","Hubbard, D. J., Faso, D. J., Assmann, P. F., & Sasson, N. J. (2017). Production and perception of emotional prosody by adults with autism spectrum disorder. Autism Research, 10(12), 1991-2001.","Hubbard",2017,"https://doi.org/10.1002/aur.1847","yes","LNJ, ND","Hubbard, et al. (2017)","AL","spontaneous","narrative elicitation","between","English","American English","ASD","ASD","HC",15,15,15,15,0,0,328,248,72.01,23.85,"pitch_f0_variability",NA,NA,119.4476574,92.63256327,36.1304595,6.39e-06
"99","Seidl2018","Seidl et al. (2018)","Seidl, A., Cristia, A., Soderstrom, M., Ko, E. S., Abel, E. A., Kellerman, A., & Schwichtenberg, A. J. (2018). Infant–mother acoustic–prosodic alignment and developmental risk. Journal of Speech, Language, and Hearing Research, 61(6), 1369-1380.","Seidl",2018,"https://doi.org/10.1044/2018_JSLHR-S-17-0287","yes","LNJ, ND","Seidl et al. (2018)","AM","social_interaction","social interaction","between","English","American English","ASD","HR","HC",18,17,12,10,6,7,15.67,15.83,3.93,3.5,"pitch_f0_variability",NA,NA,3.052563832,3.035822706,0.2455253159,0.218954067
"100","Filipe2014","Filipe, et al. (2014)","Filipe, M.G., Frota, S., Castro, S.L., & Vicente, S.G. (2014). Atypical prosody in Asperger syndrome: Perceptual and acoustic measurements. Journal of Autism and Develop- mental Disorders, 44, 1972–1981.","Filipe",2014,"https://doi.org/10.1007/s10803-014-2073-2","yes","LNJ, ND","Filipe, et al. (2014)","B","spontaneous","lexical elicitation statement","between","Portuguese","Portuguese","ASD","Aspergers","HC",12,17,10,10,2,7,102.96,100.2,6.12,5.88,"intensity_mean",NA,"db",72.87,70.52,3.07,4.86
"101","Filipe2014","Filipe, et al. (2014)","Filipe, M.G., Frota, S., Castro, S.L., & Vicente, S.G. (2014). Atypical prosody in Asperger syndrome: Perceptual and acoustic measurements. Journal of Autism and Develop- mental Disorders, 44, 1972–1981.","Filipe",2014,"https://doi.org/10.1007/s10803-014-2073-2","yes","LNJ, ND","Filipe, et al. (2014).1","B","spontaneous","lexical elicitation question","between","Portuguese","Portuguese","ASD","Aspergers","HC",12,17,10,10,2,7,102.96,100.2,6.12,5.88,"intensity_mean",NA,"db",77.13,75.12,2.69,3.8
"102","Scharfstein2011","Scharfstein, et al. (2011)","Scharfstein, L.A., Beidel, D.C., Sims, V.K., & Finnell, L.R. (2011). Social skills deficits and vocal characteristics of children with social phobia or Asperger’s disorder: A comparative study. Journal of Abnormal Child psychology, 39, 865–875.","Scharfstein",2011,"https://doi.org/10.1007/s10802-011-9498-2","yes","LNJ, ND","Scharfstein, et al. (2011)","E","social_interaction","social interaction","between","English","American English","ASD","Aspergers","HC",30,30,26,22,4,8,126.84,127.2,19.2,24,"intensity_mean",NA,"db",47.41,59.03,3.8,5.9
"103","Grossmann2010","Grossman, et al. (2010)","Grossman, R.B., Bemis, R.H., Skwerer, D.P., & Tager-Flusberg, H. (2010). Lexical and affective prosody in children with high-functioning autism. Journal of Speech, Language, and Hearing Research, 53, 778–793.","Grossmann",2010,"https://doi.org/10.1044/1092-4388(2009/08-0127)","yes","LNJ, ND","Grossman, et al. (2010)","K","spontaneous","lexical elicitation","between","English","American English","ASD","HFA","HC",11,9,11,9,0,0,147.6,150.96,27,36.96,"intensity_mean",NA,"db",68.78,69.27,4.5,3.52
"104","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","Quigley",2016,"https://doi.org/10.1080/15475441.2015.1075405","yes","LNJ, ND","Quigley et al. (2016)","AC","social_interaction","social interaction","between","English","Irish English","ASD","ASD","HC",10,9,5,5,5,4,12.12,11.95,0.89,0.84,"intensity_mean",NA,"db",68.79,67.53,2.5,4.79
"105","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","Quigley",2016,"https://doi.org/10.1080/15475441.2015.1075405","yes","LNJ, ND","Quigley et al. (2016).1","AC","social_interaction","social interaction","between","English","Irish English","ASD","ASD","HC",10,9,5,5,5,4,18.27,18.13,0.85,0.88,"intensity_mean",NA,"db",69.8,66.14,2.81,2.76
"106","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.","Fusaroli",2016,NA,NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE","spontaneous","narrative elicitation","between","English","British English","ASD","ASD","HC",17,17,15,14,2,3,551.29,591.53,169.52,133.14,"intensity_mean",NA,NA,63.311339,58.6078357,1.52066548,1.52975136
"107","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.","Fusaroli",2016,NA,NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE","social_interaction","social interaction","between","English","British English","ASD","ASD","HC",17,17,15,14,2,3,534.35,591.53,162,145.91,"intensity_mean",NA,NA,63.413275,59.6310377,2.17684165,1.44885511
"108","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013)","AF","spontaneous","narrative elicitation","between","Danish","Danish","ASD","Aspergers","HC",10,14,7,11,3,3,358.8,325.71,81.1,92.1,"intensity_mean",NA,NA,47.8078322,54.1058181,3.32359163,4.31312649
"109","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",30,17,19,9,11,8,418.4,304.94,431.99,67.76,"intensity_mean",NA,NA,54.0221454,62.1511746,10.9499328,4.72410943
"110","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",12,12,4,5,8,7,303,302,73.82,70.5,"intensity_mean",NA,NA,60.3041823,61.6579683,5.51569882,8.04017731
"111","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",29,38,24,27,5,11,131.26,130.54,16.81,16.06,"intensity_mean",NA,NA,73.5097637,72.6712721,3.90335102,3.37356088
"112","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",29,38,24,27,5,11,131.26,130.54,16.81,16.06,"intensity_mean",NA,NA,74.993002,70.7305531,12.6283,9.48083164
"113","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK","spontaneous","narrative elicitation","between","English","American English","ASD","ASD","HC",52,34,50,31,2,3,152.21,160.23,36.2,36.57,"intensity_mean",NA,NA,62.6643638,63.4229518,6.98591248,7.46748839
"114","Hubbard2017","Hubbard, et al. (2017)","Hubbard, D. J., Faso, D. J., Assmann, P. F., & Sasson, N. J. (2017). Production and perception of emotional prosody by adults with autism spectrum disorder. Autism Research, 10(12), 1991-2001.","Hubbard",2017,"https://doi.org/10.1002/aur.1847","yes","LNJ, ND","Hubbard, et al. (2017)","AL","spontaneous","narrative elicitation","between","English","American English","ASD","ASD","HC",15,15,15,15,0,0,328,248,72.01,23.85,"intensity_mean",NA,NA,66.2757942,64.8967591,1.29346492,1.64376279
"115","Sharda2010","Sharda, et al. (2010)","Sharda, M., Subhadra, T.P., Sahay, S., Nagaraja, C., Singh, L., Mishra, R., ... Singh, N.C. (2010). Sounds of melody–pitch patterns of speech in autism. Neuroscience Letters, 478, 42–45.","Sharda",2010,"https://doi.org/10.1016/j.neulet.2010.04.066","yes","LNJ, ND","Sharda, et al. (2010)","A","social_interaction","social interaction","between","English","Hindi-English","ASD","ASD","HC",15,10,10,8,5,2,75.20004,87.6,17.09268,22.8,"speech_duration","utterance_duration","s",0.651,0.652,0.185,0.262
"116","Filipe2014","Filipe, et al. (2014)","Filipe, M.G., Frota, S., Castro, S.L., & Vicente, S.G. (2014). Atypical prosody in Asperger syndrome: Perceptual and acoustic measurements. Journal of Autism and Develop- mental Disorders, 44, 1972–1981.","Filipe",2014,"https://doi.org/10.1007/s10803-014-2073-2","yes","LNJ, ND","Filipe, et al. (2014)","B","spontaneous","lexical elicitation statement","between","Portuguese","Portuguese","ASD","Aspergers","HC",12,17,10,10,2,7,102.96,100.2,6.12,5.88,"speech_duration","utterance_duration","s",1.08,0.89,0.17,0.12
"117","Filipe2014","Filipe, et al. (2014)","Filipe, M.G., Frota, S., Castro, S.L., & Vicente, S.G. (2014). Atypical prosody in Asperger syndrome: Perceptual and acoustic measurements. Journal of Autism and Develop- mental Disorders, 44, 1972–1981.","Filipe",2014,"https://doi.org/10.1007/s10803-014-2073-2","yes","LNJ, ND","Filipe, et al. (2014).1","B","spontaneous","lexical elicitation question","between","Portuguese","Portuguese","ASD","Aspergers","HC",12,17,10,10,2,7,102.96,100.2,6.12,5.88,"speech_duration","utterance_duration","s",1.08,0.88,0.13,0.88
"118","Bonneh2011","Bonneh, et al. (2011)","Bonneh, Y.S., Levanon, Y., Dean-Pardo, O., Lossos, L., & Adini, Y. (2011). Abnormal speech spectrum and increased pitch variability in young autistic children. Frontiers in Human Neuroscience, 4, 237.","Bonneh",2011,"https://doi.org/10.3389/fnhum.2010.00237","yes","LNJ, ND","Bonneh, et al. (2011)","L","spontaneous","lexical elicitation","between","Hebrew","Hebrew","ASD","HFA","HC",41,42,33,17,8,25,60,61.2,13.2,8.4,"speech_duration","utterance_duration","s",70,66,NA,NA
"119","Morett2015","Morett et al. (2015)","Morett, L.M., O’hearn, K., Luna, B., & Ghuman, A.S. (2016). Altered gesture and speech production in ASD detract from in-person communicative quality. Journal of Autism and Developmental disorders, 46, 998–1012.","Morett",2015,"https://doi.org/10.1007/s10803-015-2645-9","yes","LNJ, ND","Morett et al. (2015)","AA","spontaneous","narrative elicitation","between","English","American English","ASD","ASD","HC",18,21,15,15,3,6,182.04,189.72,33,29.04,"speech_duration","utterance_duration","s",17.52,26.92,9.22,13.33
"120","Parish-Morris2016","Parish-Morris et al. (2016)","Parish-Morris, J., Liberman, M., Ryant, N., Cieri, C., Bateman, L., Ferguson, E., & Schultz, R.T. (2016). Exploring Autism Spectrum Disorders Using HLT. In Proceedings of 2016 Conference of the North American Chapter of the Associa- tion for Computational Linguistics — Human Language Technologies. Stroudsburg (PA): Association for Computa- tional Linguistics.","Parish-Morris",2016,NA,NA,"LNJ, ND","Parish-Morris et al. (2016)","AB","social_interaction","social interaction","between","English","American English","ASD","ASD","HC",65,17,49,8,16,9,120,135.48,NA,NA,"speech_duration","utterance_duration"," ",0.402,0.376,0.002,0.004
"121","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","Quigley",2016,"https://doi.org/10.1080/15475441.2015.1075405","yes","LNJ, ND","Quigley et al. (2016)","AC","social_interaction","social interaction","between","English","Irish English","ASD","ASD","HC",10,9,5,5,5,4,12.12,11.95,0.89,0.84,"speech_duration","utterance_duration"," ",46.11,32.76,33.36,17.99
"122","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","Quigley",2016,"https://doi.org/10.1080/15475441.2015.1075405","yes","LNJ, ND","Quigley et al. (2016).1","AC","social_interaction","social interaction","between","English","Irish English","ASD","ASD","HC",10,9,5,5,5,4,18.27,18.13,0.85,0.88,"speech_duration","utterance_duration"," ",34.7,20.67,18.86,12.15
"123","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.","Fusaroli",2016,NA,NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE","spontaneous","narrative elicitation","between","English","British English","ASD","ASD","HC",17,17,15,14,2,3,551.29,591.53,169.52,133.14,"speech_duration","utterance_duration","",233.308824,209.207059,137.532261,56.3632492
"124","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.","Fusaroli",2016,NA,NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE","social_interaction","social interaction","between","English","British English","ASD","ASD","HC",17,17,15,14,2,3,534.35,591.53,162,145.91,"speech_duration","utterance_duration","",790.320374,769.179731,275.603043,101.664456
"125","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013)","AF","spontaneous","narrative elicitation","between","Danish","Danish","ASD","Aspergers","HC",10,14,7,11,3,3,358.8,325.71,81.1,92.1,"speech_duration","utterance_duration","",37.3775295,25.6846154,26.0607395,9.4889834
"126","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",30,17,19,9,11,8,418.4,304.94,431.99,67.76,"speech_duration","utterance_duration","",43.7147539,34.5077234,32.2061023,10.9277256
"127","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.","Fusaroli",2013,NA,NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",12,12,4,5,8,7,303,302,73.82,70.5,"speech_duration","utterance_duration","",23.3186654,24.0838542,17.3787619,13.0678927
"128","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.","Fusaroli",2015,NA,NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ","spontaneous","narrative elicitation","between","Danish","Danish","ASD","ASD","HC",29,38,24,27,5,11,131.26,130.54,16.81,16.06,"speech_duration","utterance_duration","",12.6967192,10.9963805,6.56245828,4.46730986
